月份,項目,金額,數量,比率,來源,單位,客戶,耗時分鐘
2025-06-24,完成,15.64,22,61.95,,資材,東昇,79
2025-06-22,後段,97.32,76,35.34,已回報,營運,大宏,187
2025-07-11,前段,30.87,111,70.0,,資材,東昇,164
2025-07-19,完成,80.73,78,71.19,,品保,永利,80
2025-06-23,完成,57.68,54,52.25,,營運,東昇,106
2025-07-30,前段,50.86,89,22.52,,營運,東昇,185
2025-07-17,前段,82.83,115,86.37,,資材,大宏,50
2025-06-15,中段,56.91,168,18.12,已回報,研發,順發,29
2025-07-01,前段,27.25,217,30.4,,資材,大宏,203
2025-06-14,後段,89.61,7,40.65,,資材,大宏,88
2025-07-11,前段,31.5,168,42.8,,品保,順發,146
2025-07-20,前段,84.68,116,86.42,,製造,順發,59
2025-07-25,中段,49.37,15,11.37,已回報,資材,順發,172
2025-07-23,完成,4.41,100,38.27,已回報,營運,力鋼,111
2025-07-08,中段,35.02,238,60.15,,製造,力鋼,143
2025-06-25,完成,32.76,232,72.99,已回報,研發,東昇,110
2025-06-15,中段,60.76,216,72.01,已回報,資材,力鋼,58
2025-06-27,前段,17.22,104,0.35,,資材,東昇,173
2025-06-23,後段,87.34,21,29.68,待確認,製造,捷欣,156
2025-06-08,後段,78.07,67,35.45,待確認,製造,力鋼,120
2025-07-09,後段,76.08,36,31.86,,研發,大宏,161
2025-06-05,中段,19.28,186,83.94,,資材,順發,84
2025-06-12,前段,56.66,171,36.04,,品保,永利,147
2025-07-22,後段,95.4,3,36.79,,營運,永利,202
2025-07-06,後段,40.25,106,78.51,已回報,資材,永利,63
2025-06-09,前段,23.72,109,13.4,,資材,東昇,177
2025-07-26,前段,23.27,119,21.16,,品保,順發,230
2025-07-25,中段,17.2,154,8.63,,研發,力鋼,158
2025-06-26,完成,61.53,80,75.88,已回報,品保,東昇,218
2025-06-23,後段,13.34,73,13.5,,品保,力鋼,66
2025-06-16,前段,54.71,33,93.93,已回報,研發,大宏,207
2025-07-10,完成,14.11,168,96.43,,品保,大宏,147
2025-06-30,後段,81.19,211,85.74,,品保,力鋼,83
2025-06-07,中段,86.52,170,54.69,待確認,資材,永利,148
2025-07-08,前段,10.5,119,75.51,,營運,捷欣,192
2025-07-13,中段,0.49,121,72.94,已回報,研發,順發,51
2025-06-21,後段,2.72,199,65.52,,品保,順發,62
2025-06-09,後段,31.38,127,86.99,已回報,品保,捷欣,220
2025-06-24,後段,42.14,98,24.94,待確認,品保,東昇,234
2025-06-13,後段,91.33,226,96.51,,製造,永利,78
2025-06-12,完成,73.5,149,30.48,待確認,製造,永利,8
2025-07-26,前段,28.96,78,14.97,,製造,大宏,225
2025-06-22,前段,17.16,6,5.82,已回報,製造,東昇,79
2025-06-29,後段,21.54,189,66.38,,品保,東昇,1
2025-06-08,前段,34.98,72,43.11,已回報,營運,大宏,120
2025-07-02,後段,48.47,186,34.82,待確認,營運,大宏,73
2025-07-28,完成,8.52,240,37.58,,研發,順發,211
2025-07-03,前段,49.48,41,71.06,,製造,永利,45
2025-07-22,前段,35.44,115,25.03,,研發,順發,57
2025-06-01,後段,29.39,180,40.93,待確認,研發,東昇,123
2025-06-05,完成,10.21,30,5.59,,研發,順發,154
2025-06-17,中段,19.09,35,70.88,已回報,營運,捷欣,108
2025-06-12,完成,4.96,163,76.75,待確認,製造,力鋼,212
2025-06-03,中段,20.31,79,4.77,,製造,永利,13
2025-07-14,後段,58.29,87,17.59,,研發,力鋼,177
2025-06-05,前段,61.12,188,24.75,,資材,捷欣,177
2025-07-24,後段,95.21,93,51.93,,資材,永利,80
2025-06-09,中段,56.17,67,3.85,,研發,東昇,105
2025-07-21,前段,89.52,126,56.11,已回報,資材,順發,68
2025-07-29,前段,25.03,204,83.35,已回報,品保,永利,122
2025-07-23,前段,9.6,175,10.15,待確認,資材,大宏,187
2025-07-21,後段,8.99,206,33.03,已回報,研發,力鋼,73
2025-06-18,完成,29.28,73,19.11,,研發,順發,225
2025-07-19,前段,73.24,64,86.1,已回報,資材,順發,119
2025-06-11,中段,24.11,109,30.01,,品保,東昇,140
2025-07-27,後段,51.47,230,8.12,,製造,捷欣,76
2025-06-08,中段,96.78,156,4.73,,營運,力鋼,29
2025-06-25,完成,20.73,119,19.91,,營運,大宏,233
2025-07-17,前段,64.42,24,78.09,已回報,研發,永利,150
2025-07-17,後段,73.63,11,87.78,,製造,捷欣,80
2025-06-10,完成,87.56,224,78.25,,營運,大宏,47
2025-06-25,中段,1.87,49,35.1,,品保,順發,56
2025-07-24,完成,56.79,124,41.87,待確認,營運,永利,90
2025-07-22,中段,77.98,55,16.66,,研發,順發,192
2025-07-30,前段,16.64,71,81.6,待確認,資材,東昇,154
2025-07-08,中段,59.72,28,17.76,,營運,力鋼,222
2025-07-12,前段,33.13,139,76.69,,品保,力鋼,233
2025-06-16,中段,96.1,226,65.28,,品保,大宏,167
2025-07-03,後段,81.09,138,37.97,待確認,營運,永利,58
2025-06-28,完成,7.44,70,13.59,,營運,永利,13
2025-07-21,後段,38.23,160,62.35,待確認,製造,東昇,218
2025-07-23,完成,71.64,196,54.29,,製造,順發,100
2025-06-04,後段,64.45,27,13.39,待確認,營運,永利,180
2025-06-08,中段,62.54,32,68.58,,營運,順發,167
2025-06-21,前段,56.84,113,59.28,已回報,製造,力鋼,211
2025-07-19,中段,42.45,121,36.54,,製造,順發,6
2025-07-21,後段,74.97,235,33.13,待確認,製造,大宏,200
2025-06-04,中段,49.77,227,89.88,待確認,製造,順發,42
2025-07-24,後段,46.2,13,53.55,,資材,順發,56
2025-06-05,完成,15.89,108,37.31,,營運,東昇,19
2025-06-07,前段,65.86,68,50.99,待確認,營運,捷欣,123
2025-07-29,完成,8.46,75,19.9,待確認,資材,永利,178
2025-06-08,完成,2.71,121,91.44,已回報,營運,永利,82
2025-06-10,前段,95.01,204,4.89,,營運,大宏,51
2025-06-12,前段,12.08,165,80.83,待確認,研發,東昇,48
2025-06-26,中段,12.3,134,8.58,,品保,永利,112
2025-06-27,完成,31.45,60,71.71,已回報,營運,捷欣,11
2025-07-21,後段,16.06,115,97.19,已回報,營運,大宏,15
2025-07-24,前段,5.6,174,71.18,待確認,品保,永利,137
2025-06-07,中段,28.86,56,40.73,,資材,大宏,220
2025-07-09,完成,90.83,211,40.7,待確認,製造,永利,170
2025-06-19,完成,76.52,234,7.41,已回報,資材,捷欣,155
2025-07-16,中段,18.44,187,38.08,,資材,捷欣,54
2025-07-10,中段,77.38,35,9.1,,研發,順發,138
2025-06-25,完成,74.11,144,40.11,已回報,製造,順發,116
2025-06-24,前段,32.25,216,8.21,,品保,永利,228
2025-07-17,完成,50.36,175,80.42,待確認,營運,順發,146
2025-06-03,後段,31.79,158,16.78,,研發,大宏,118
2025-07-15,前段,42.98,228,37.91,,資材,力鋼,200
2025-07-24,前段,57.38,230,80.04,,營運,捷欣,3
2025-07-28,完成,66.39,135,93.75,已回報,製造,捷欣,193
2025-07-24,中段,57.18,54,2.85,待確認,資材,捷欣,179
2025-07-24,後段,85.19,217,11.74,待確認,研發,永利,64
2025-07-16,完成,40.75,111,67.8,,製造,力鋼,38
2025-07-10,中段,56.48,65,79.0,待確認,研發,捷欣,221
2025-06-02,完成,13.4,157,1.91,,營運,捷欣,140
2025-06-10,中段,31.07,48,43.96,,製造,力鋼,80
2025-06-05,完成,23.75,7,17.88,已回報,品保,大宏,141
2025-06-30,中段,25.6,191,95.59,,品保,永利,108
2025-07-25,後段,79.01,5,59.8,,研發,力鋼,163
2025-07-16,完成,97.24,213,65.26,,營運,大宏,205
2025-06-25,前段,38.7,81,79.34,已回報,營運,大宏,37
2025-06-06,完成,29.78,44,20.42,已回報,製造,捷欣,234
2025-06-14,完成,1.41,123,85.76,已回報,資材,大宏,225
2025-07-13,完成,0.21,148,58.93,,資材,順發,23
2025-06-30,後段,21.88,28,0.43,已回報,資材,大宏,96
2025-07-28,完成,24.66,95,25.67,已回報,研發,力鋼,164
2025-07-02,中段,17.2,202,34.66,,營運,捷欣,104
2025-06-30,前段,18.38,44,71.45,已回報,品保,力鋼,54
2025-07-28,完成,75.08,212,64.15,,研發,捷欣,4
2025-06-28,後段,22.81,233,25.05,,研發,力鋼,40
2025-06-13,後段,38.71,73,59.5,已回報,營運,東昇,39
2025-06-27,完成,47.21,38,51.0,已回報,品保,順發,217
2025-07-03,中段,10.49,179,7.13,,研發,東昇,64
2025-06-14,中段,60.17,129,89.97,已回報,製造,永利,16
2025-07-03,中段,35.7,5,61.63,,營運,力鋼,14
2025-07-30,前段,73.59,67,41.32,待確認,資材,力鋼,7
2025-07-21,後段,94.26,117,7.74,,資材,捷欣,182
2025-06-16,中段,26.37,101,31.41,已回報,研發,力鋼,139
2025-07-09,後段,26.97,75,3.32,,營運,捷欣,37
2025-07-21,後段,48.75,202,49.29,,營運,大宏,233
2025-06-25,後段,68.94,19,19.81,,資材,東昇,133
2025-06-12,前段,84.47,135,42.1,,營運,永利,17
2025-06-19,中段,61.45,136,72.15,已回報,研發,大宏,34
2025-07-15,完成,71.45,208,39.91,已回報,研發,大宏,34
2025-07-17,中段,91.34,120,65.09,,品保,順發,97
2025-07-12,完成,92.63,96,78.47,,營運,力鋼,166
2025-06-28,前段,39.9,109,22.23,,製造,力鋼,208
2025-06-09,後段,8.57,153,92.17,,品保,力鋼,21
2025-06-16,完成,51.83,211,59.23,,營運,順發,43
2025-07-17,完成,20.82,113,94.39,,研發,捷欣,104
2025-06-21,完成,47.01,175,82.61,,品保,大宏,109
2025-07-20,中段,37.59,134,63.11,,製造,東昇,12
2025-07-19,完成,13.94,178,5.39,待確認,品保,永利,144
2025-06-08,後段,20.34,150,64.84,待確認,資材,順發,237
2025-06-16,後段,49.32,199,20.02,已回報,製造,大宏,18
2025-06-15,後段,87.22,57,17.94,,研發,大宏,18
2025-06-13,中段,18.26,55,18.83,,品保,永利,118
2025-06-27,中段,11.25,147,1.88,,研發,捷欣,168
2025-07-03,完成,71.3,77,22.12,待確認,研發,力鋼,34
2025-06-03,後段,16.76,26,81.33,,營運,順發,51
2025-07-22,前段,35.45,1,32.24,,資材,捷欣,235
2025-07-30,完成,75.82,238,42.62,已回報,研發,捷欣,218
2025-06-15,完成,66.79,199,80.25,,營運,力鋼,85
2025-07-21,後段,56.65,27,91.7,待確認,資材,東昇,223
2025-07-07,前段,57.82,216,31.87,,品保,順發,121
2025-07-09,後段,17.56,162,21.19,,製造,順發,221
2025-06-22,中段,35.64,73,8.12,,品保,永利,95
2025-07-06,中段,82.66,214,4.2,,營運,力鋼,71
2025-06-30,完成,35.26,101,41.28,已回報,品保,東昇,175
2025-07-02,後段,70.39,71,67.8,待確認,品保,順發,1
2025-07-11,中段,40.27,178,82.84,已回報,資材,捷欣,112
2025-07-25,前段,80.95,22,26.91,,營運,捷欣,142
2025-06-25,後段,35.28,73,16.97,,資材,捷欣,121
2025-06-21,中段,3.42,186,7.05,已回報,研發,大宏,127
2025-07-22,中段,82.14,66,40.13,,資材,力鋼,99
2025-07-18,完成,67.18,85,26.98,待確認,製造,捷欣,64
2025-07-26,前段,81.68,91,31.16,待確認,營運,大宏,54
2025-06-21,中段,59.09,221,93.61,,營運,永利,233
2025-06-10,完成,46.82,225,39.23,,製造,順發,152
2025-07-13,前段,38.23,2,2.8,待確認,資材,捷欣,60
2025-07-30,中段,19.5,48,39.98,待確認,資材,永利,69
2025-06-08,中段,93.77,238,21.68,已回報,營運,捷欣,162
2025-06-11,前段,0.81,143,59.5,,品保,永利,87
2025-06-21,完成,23.01,88,12.46,待確認,品保,捷欣,210
2025-07-23,中段,97.7,54,63.51,已回報,品保,順發,214
2025-06-28,後段,80.61,216,79.77,,營運,永利,181
2025-06-02,後段,85.98,213,55.26,,資材,東昇,163
2025-06-29,後段,63.73,225,61.21,,研發,永利,172
2025-07-24,前段,34.3,168,97.72,已回報,製造,順發,98
2025-07-21,後段,2.07,217,24.39,,資材,力鋼,119
2025-07-18,前段,62.3,114,79.42,,製造,東昇,117
2025-06-26,後段,73.46,190,0.29,,製造,捷欣,10
2025-06-02,完成,92.4,107,18.53,,研發,捷欣,6
2025-06-23,前段,31.8,105,20.31,已回報,研發,大宏,199
2025-07-19,前段,86.69,225,97.21,,研發,順發,141
2025-06-26,前段,37.06,115,65.41,已回報,品保,順發,157
2025-07-06,後段,89.39,36,88.24,,營運,捷欣,195
2025-07-22,完成,8.85,231,38.4,,品保,永利,239
2025-06-11,後段,79.11,119,46.82,待確認,研發,大宏,149
2025-07-19,完成,85.46,195,63.05,,營運,力鋼,108
2025-06-28,完成,4.55,225,49.15,,研發,力鋼,146
2025-07-02,完成,27.42,194,42.26,,資材,捷欣,1
2025-07-23,前段,12.42,194,79.59,,資材,順發,4
2025-06-24,前段,16.84,143,62.98,,品保,順發,104
2025-06-10,後段,3.48,173,15.4,,研發,大宏,111
2025-06-19,中段,74.07,42,97.52,,製造,永利,36
2025-06-02,前段,90.0,227,60.74,已回報,製造,東昇,36
2025-07-26,前段,77.25,182,61.25,已回報,製造,東昇,85
2025-07-20,前段,23.29,27,45.55,已回報,資材,東昇,3
2025-07-05,完成,37.13,234,68.18,,資材,捷欣,179
2025-07-08,前段,45.15,208,46.82,,品保,順發,92
2025-07-26,中段,36.83,109,54.99,,製造,永利,194
2025-06-25,完成,69.71,57,27.31,,營運,力鋼,210
2025-06-03,中段,4.75,116,50.37,,品保,東昇,129
2025-06-12,後段,33.38,220,5.81,,營運,東昇,67
2025-06-05,完成,72.75,10,85.03,,品保,東昇,222
2025-07-28,前段,58.56,1,26.29,已回報,資材,永利,145
2025-06-27,後段,95.52,115,85.76,,研發,大宏,80
2025-06-30,中段,19.61,125,9.05,,製造,力鋼,47
2025-07-19,完成,63.88,127,31.35,,製造,捷欣,140
2025-07-08,完成,83.75,44,82.88,已回報,品保,大宏,99
2025-07-02,前段,54.59,51,84.57,,研發,力鋼,128
2025-06-14,中段,72.05,170,36.88,,資材,順發,155
2025-07-13,中段,35.72,228,1.08,待確認,資材,東昇,193
2025-07-11,完成,97.39,29,73.63,待確認,製造,永利,141
2025-07-26,完成,72.22,12,89.94,,研發,永利,234
2025-06-21,前段,89.71,221,68.51,,品保,力鋼,132
2025-07-03,中段,4.15,61,20.63,已回報,資材,大宏,170
2025-07-19,後段,26.19,205,91.75,,資材,力鋼,229
2025-06-08,後段,93.04,80,13.86,已回報,營運,順發,237
2025-06-01,完成,69.19,67,45.08,已回報,品保,順發,169
2025-06-17,後段,4.59,57,31.67,,營運,捷欣,220
2025-07-21,後段,92.8,22,84.04,,製造,大宏,227
2025-07-08,後段,66.06,130,4.37,,製造,捷欣,228
2025-06-28,前段,0.8,142,20.86,,品保,永利,108
2025-07-18,後段,79.29,71,53.33,待確認,品保,永利,216
2025-07-10,後段,50.13,40,6.99,,品保,順發,70
2025-06-18,完成,58.44,181,27.07,已回報,品保,大宏,32
2025-07-29,完成,17.81,191,52.01,,研發,永利,222
2025-07-20,完成,25.27,170,70.5,,製造,永利,162
2025-06-29,前段,97.49,26,41.14,待確認,品保,永利,77
2025-06-20,完成,8.41,218,55.97,,營運,捷欣,101
2025-07-26,前段,79.66,161,75.67,待確認,製造,力鋼,78
2025-06-27,後段,87.49,106,37.4,,資材,大宏,155
2025-06-03,完成,25.85,198,74.68,,營運,大宏,214
2025-06-20,中段,25.46,55,5.84,待確認,製造,大宏,164
2025-07-02,中段,67.93,229,35.62,,營運,順發,144
2025-07-16,完成,46.96,20,4.97,,資材,順發,56
2025-06-17,中段,16.13,181,68.64,,品保,捷欣,91
2025-07-23,前段,38.86,37,22.81,,營運,順發,13
2025-07-20,後段,55.93,127,83.0,,資材,力鋼,195
2025-06-10,完成,83.51,215,51.44,,資材,東昇,50
2025-06-17,前段,14.24,82,46.29,待確認,製造,東昇,104
2025-06-25,中段,52.83,162,69.47,已回報,研發,順發,129
2025-06-22,完成,65.52,169,56.75,,營運,捷欣,144
2025-07-06,前段,64.56,94,83.76,已回報,製造,大宏,156
2025-07-30,中段,66.49,80,58.03,已回報,資材,順發,181
2025-06-15,完成,10.77,63,1.76,,資材,順發,63
2025-06-18,前段,49.92,148,51.85,,營運,捷欣,113
2025-06-15,前段,13.73,148,1.68,,品保,捷欣,222
2025-07-26,完成,10.25,124,47.85,已回報,製造,力鋼,102
2025-07-09,前段,7.7,139,84.67,,品保,永利,93
2025-07-27,完成,0.57,218,84.4,,製造,順發,188
2025-07-16,後段,1.04,57,13.49,,營運,東昇,7
2025-06-25,完成,46.79,126,77.19,,資材,順發,10
2025-07-21,後段,23.07,48,80.63,,製造,順發,223
2025-07-11,前段,61.31,190,75.34,,製造,永利,59
2025-06-05,前段,11.83,201,1.51,待確認,資材,東昇,124
2025-06-30,後段,57.55,87,63.82,,研發,力鋼,122
2025-06-09,前段,92.51,214,83.14,已回報,資材,力鋼,99
2025-07-10,完成,3.96,139,40.38,待確認,營運,大宏,105
2025-06-21,前段,38.2,182,91.61,,營運,力鋼,138
2025-06-14,中段,74.37,223,70.78,,製造,捷欣,33
2025-07-19,前段,80.06,175,12.17,,研發,永利,150
2025-07-28,前段,56.76,33,7.44,,品保,順發,146
2025-07-12,完成,96.28,44,92.5,待確認,資材,東昇,163
2025-07-14,完成,56.17,228,79.83,待確認,營運,大宏,55
2025-07-12,前段,80.68,23,82.36,,資材,力鋼,1
2025-06-10,前段,34.14,9,73.37,待確認,製造,力鋼,36
2025-06-26,中段,49.51,171,12.79,已回報,營運,捷欣,56
2025-07-14,完成,29.21,191,82.96,,製造,順發,184
2025-06-07,完成,29.88,17,19.04,,資材,東昇,20
2025-06-08,完成,34.5,88,72.59,,品保,順發,48
2025-06-01,中段,51.09,207,93.42,已回報,製造,永利,108
2025-07-04,完成,47.96,111,36.72,,製造,大宏,187
2025-06-13,後段,47.72,111,95.06,待確認,研發,順發,184
2025-07-06,後段,78.07,57,5.17,待確認,營運,順發,57
2025-06-29,中段,62.01,99,24.71,,資材,順發,202
2025-06-11,後段,54.37,54,12.3,,資材,順發,213
2025-07-27,完成,80.53,224,29.98,,品保,大宏,41
2025-06-22,完成,47.06,177,10.65,待確認,營運,力鋼,40
2025-07-01,前段,65.44,201,94.89,,營運,順發,149
2025-07-29,前段,23.48,190,65.36,,營運,大宏,190
2025-07-15,後段,67.06,69,30.53,,品保,捷欣,12
2025-07-24,前段,83.36,145,8.01,已回報,資材,順發,196
2025-06-02,前段,22.2,233,25.08,待確認,營運,捷欣,147
2025-06-10,完成,34.36,159,82.34,,製造,永利,31
2025-07-02,中段,49.29,234,62.52,待確認,品保,永利,187
2025-07-26,完成,84.71,236,51.37,,研發,順發,150
2025-06-21,後段,38.23,155,44.46,,營運,力鋼,141
2025-06-13,前段,84.22,222,13.15,,資材,永利,233
2025-07-07,前段,67.88,196,69.98,已回報,營運,大宏,129
2025-06-30,後段,2.01,189,60.9,已回報,研發,東昇,199
2025-07-06,完成,45.15,116,27.18,,品保,大宏,4
2025-07-20,前段,34.09,137,40.18,,品保,東昇,35
2025-06-20,中段,60.5,150,17.35,待確認,營運,力鋼,123
2025-06-07,後段,9.34,35,48.3,,資材,捷欣,55
2025-06-11,前段,15.37,135,1.69,,研發,順發,151
2025-06-04,完成,4.3,189,23.61,,製造,力鋼,8
2025-06-25,後段,49.42,211,66.46,,製造,大宏,174
2025-06-07,中段,43.06,25,42.26,,品保,力鋼,139
2025-07-20,前段,30.73,80,13.57,,品保,東昇,204
2025-06-25,中段,15.86,226,60.93,,品保,順發,153
2025-06-15,後段,54.23,110,34.03,已回報,研發,東昇,131
2025-06-10,中段,81.89,229,68.87,已回報,製造,捷欣,105
2025-07-27,後段,16.01,103,46.39,已回報,品保,大宏,229
2025-06-08,完成,54.19,146,59.2,,品保,力鋼,95
2025-07-12,前段,0.37,19,60.09,,製造,東昇,193
2025-07-14,前段,4.97,239,84.36,,營運,捷欣,73
2025-06-05,後段,59.79,108,40.98,,資材,捷欣,80
2025-07-10,中段,57.93,177,61.45,待確認,製造,順發,193
2025-06-16,前段,59.07,24,15.63,,研發,大宏,208
2025-07-20,完成,65.36,191,79.98,待確認,品保,力鋼,132
2025-06-16,後段,27.9,208,66.14,待確認,資材,捷欣,24
2025-06-06,中段,86.08,39,89.5,,資材,順發,210
2025-07-23,前段,68.65,99,37.51,,資材,順發,231
2025-06-20,後段,30.74,204,89.95,待確認,資材,順發,86
2025-06-07,完成,78.13,38,2.75,,品保,東昇,68
2025-07-02,完成,81.86,16,18.56,待確認,品保,永利,238
2025-07-28,前段,45.36,180,16.12,,營運,永利,75
2025-06-22,後段,88.09,45,17.67,,研發,永利,79
2025-07-04,後段,30.81,98,11.07,已回報,研發,大宏,84
2025-06-12,完成,62.87,84,1.19,,資材,大宏,54
2025-06-30,完成,89.95,95,70.84,待確認,品保,捷欣,190
2025-06-10,中段,72.14,141,66.23,待確認,營運,大宏,18
2025-07-16,後段,47.71,124,19.76,待確認,營運,力鋼,8
2025-07-07,中段,15.3,177,36.03,,研發,大宏,86
2025-07-03,後段,24.33,30,12.04,,營運,順發,139
2025-07-24,前段,0.49,82,72.58,待確認,資材,捷欣,136
2025-07-27,完成,79.58,56,11.28,,品保,捷欣,9
2025-06-06,中段,21.54,43,68.35,,品保,捷欣,163
2025-07-11,中段,4.66,221,78.17,已回報,研發,大宏,82
2025-07-23,完成,43.86,191,62.77,,品保,大宏,179
2025-07-22,後段,52.88,136,4.87,,資材,捷欣,173
2025-07-10,中段,17.05,195,55.58,待確認,研發,大宏,223
2025-06-26,後段,70.69,166,92.66,,資材,永利,114
2025-06-15,前段,85.13,213,4.0,待確認,品保,捷欣,21
2025-06-04,中段,83.53,79,2.36,待確認,研發,順發,95
2025-07-03,完成,14.47,133,88.49,,營運,力鋼,92
2025-06-24,完成,40.27,174,4.55,,製造,東昇,108
2025-07-13,完成,53.92,70,96.74,,營運,永利,188
2025-06-17,中段,95.44,196,61.27,,品保,力鋼,220
2025-06-03,中段,19.86,221,20.6,待確認,營運,捷欣,141
2025-07-30,中段,1.05,82,62.65,,製造,順發,106
2025-07-01,中段,70.65,183,28.49,已回報,資材,永利,236
2025-06-23,完成,35.54,47,14.32,,營運,捷欣,79
2025-06-21,前段,38.35,52,64.94,,營運,永利,179
2025-06-18,完成,6.2,184,40.33,,研發,力鋼,182
2025-07-23,中段,70.34,1,1.83,,品保,永利,155
2025-06-14,中段,10.59,144,96.2,,營運,大宏,175
2025-06-02,後段,8.6,217,39.44,,資材,大宏,13
2025-07-01,後段,4.07,194,92.66,已回報,製造,力鋼,99
2025-06-26,前段,94.38,27,81.21,待確認,製造,捷欣,144
2025-06-25,前段,84.08,40,80.63,待確認,營運,順發,25
2025-07-27,完成,9.55,186,53.6,已回報,資材,東昇,118
2025-06-24,前段,30.25,133,2.87,,營運,順發,106
2025-07-25,後段,78.79,40,65.05,已回報,營運,大宏,118
2025-07-10,前段,9.92,228,57.54,,製造,東昇,69
2025-07-26,完成,7.5,72,59.63,已回報,品保,東昇,111
2025-07-06,完成,12.25,235,56.47,待確認,資材,捷欣,235
2025-06-16,前段,86.97,34,73.03,,研發,捷欣,51
2025-06-12,前段,42.53,37,88.22,待確認,研發,永利,70
2025-06-21,中段,8.34,3,96.82,已回報,品保,順發,98
2025-06-15,後段,6.05,181,59.93,,品保,永利,39
2025-06-16,前段,13.25,100,57.03,待確認,製造,捷欣,161
2025-06-28,後段,94.63,175,97.97,,製造,大宏,211
2025-07-18,前段,25.03,121,75.81,,品保,力鋼,45
2025-06-01,前段,30.13,16,34.43,待確認,研發,永利,164
2025-06-20,前段,11.64,93,39.13,,資材,東昇,94
2025-07-01,中段,54.98,66,71.53,,研發,大宏,219
2025-07-19,中段,0.98,137,55.0,,營運,順發,218
2025-07-28,完成,93.22,92,92.13,,研發,永利,99
2025-07-09,後段,66.82,154,5.75,待確認,營運,永利,57
2025-07-25,前段,66.8,131,55.25,已回報,品保,大宏,187
2025-06-18,前段,93.91,106,76.18,,資材,力鋼,73
2025-06-13,後段,84.66,139,43.44,待確認,資材,永利,196
2025-06-15,中段,33.14,210,88.85,,品保,東昇,51
2025-07-03,中段,56.33,66,20.93,,品保,永利,76
2025-06-29,後段,61.83,44,96.1,,製造,順發,157
2025-06-12,中段,3.57,133,78.07,,品保,東昇,42
2025-07-14,前段,51.52,59,52.49,,營運,捷欣,104
2025-07-20,完成,17.17,226,0.75,待確認,資材,大宏,166
2025-07-27,前段,75.83,138,32.11,,資材,大宏,175
2025-07-05,完成,93.09,12,47.14,,研發,順發,165
2025-07-04,前段,79.96,204,6.8,,品保,永利,26
2025-06-05,完成,13.84,55,7.88,待確認,研發,大宏,75
2025-06-30,後段,0.59,131,64.14,,製造,東昇,137
2025-07-08,前段,26.85,173,64.78,,營運,永利,109
2025-07-07,前段,3.6,180,91.02,,研發,東昇,89
2025-06-14,後段,97.34,176,58.64,,資材,捷欣,22
2025-07-10,完成,49.5,25,8.15,,營運,順發,95
2025-06-14,後段,64.97,58,55.87,,研發,東昇,217
2025-07-05,前段,50.21,104,43.77,待確認,營運,捷欣,123
2025-07-25,完成,74.93,108,22.09,待確認,資材,永利,145
2025-06-12,完成,48.85,114,52.96,已回報,製造,捷欣,18
2025-07-06,後段,85.76,37,55.5,待確認,製造,大宏,208
2025-06-17,中段,84.98,156,20.46,已回報,研發,捷欣,228
2025-06-15,完成,3.42,177,58.48,,製造,力鋼,64
2025-07-30,完成,69.15,185,16.4,,資材,東昇,236
2025-07-03,後段,20.77,13,14.84,,品保,力鋼,9
2025-07-03,完成,21.15,194,90.33,,製造,東昇,181
2025-07-18,完成,97.5,165,5.12,,營運,順發,205
2025-06-17,完成,63.44,23,97.88,已回報,營運,永利,102
2025-07-21,後段,16.83,22,45.36,,品保,大宏,135
2025-07-30,完成,50.07,14,79.5,,製造,東昇,187
2025-07-24,完成,10.28,153,26.18,,資材,順發,8
2025-07-12,中段,46.37,219,95.59,,營運,永利,67
2025-07-23,中段,71.79,158,33.96,,資材,順發,134
2025-06-08,中段,39.56,89,96.47,,資材,大宏,32
2025-06-26,完成,46.98,176,86.6,,品保,大宏,68
2025-06-15,前段,86.67,44,73.0,,營運,永利,39
2025-07-24,前段,69.4,160,1.68,,研發,順發,136
2025-07-01,中段,39.26,69,66.86,,製造,大宏,143
2025-07-17,前段,13.38,37,84.26,已回報,資材,大宏,23
2025-07-02,中段,89.44,69,78.29,已回報,研發,永利,11
2025-07-19,前段,34.02,60,4.93,,研發,東昇,189
2025-07-16,後段,53.87,144,12.57,已回報,製造,大宏,217
2025-06-29,前段,71.18,44,51.73,待確認,研發,永利,64
2025-07-14,中段,37.02,212,16.33,待確認,品保,永利,139
2025-07-06,前段,16.51,118,66.72,已回報,品保,順發,6
2025-07-17,後段,88.06,206,28.01,待確認,營運,力鋼,211
2025-07-20,中段,89.31,63,93.33,,資材,大宏,25
2025-06-10,中段,72.09,196,63.95,待確認,營運,永利,117
2025-06-01,完成,35.17,83,20.62,,製造,順發,41
2025-07-30,前段,82.5,143,61.13,,營運,東昇,65
2025-07-13,完成,80.23,170,96.83,,研發,東昇,143
2025-06-21,完成,21.01,9,22.26,,營運,大宏,155
2025-07-28,後段,80.76,54,86.55,,營運,順發,109
2025-06-09,前段,87.78,184,71.7,,營運,力鋼,45
2025-07-13,完成,46.53,186,30.33,,品保,東昇,9
2025-06-14,中段,47.23,198,45.04,,品保,大宏,169
2025-07-24,完成,48.74,188,90.41,,研發,永利,194
2025-06-24,中段,41.64,101,63.76,,營運,大宏,174
2025-06-14,完成,80.42,202,64.44,待確認,製造,大宏,232
2025-06-15,後段,84.22,107,51.91,,資材,大宏,182
2025-06-15,完成,41.88,114,85.44,,研發,永利,239
2025-07-04,中段,31.22,156,9.36,,營運,永利,235
2025-07-03,中段,17.11,89,73.6,,營運,大宏,81
